threeday_yrmo,threeday_yr,year,dayofyear,ewe_nutr_loading
3429,3429,2006,206,1.08
3430,3430,2006,209,0.98
3431,3431,2006,212,0.84
3432,3432,2006,215,0.9
3433,3433,2006,218,0.68
3434,3434,2006,221,0.83
3435,3435,2006,224,0.68
3436,3436,2006,227,0.78
3437,3437,2006,230,0.8
3438,3438,2006,233,0.73
3439,3439,2006,236,0.71
3440,3440,2006,239,0.64
3441,3441,2006,242,1.16
3442,3442,2006,245,0.71
3443,3443,2006,248,0.75
3444,3444,2006,251,0.81
3445,3445,2006,254,0.68
3446,3446,2006,257,0.93
3447,3447,2006,260,0.89
3448,3448,2006,263,0.81
3449,3449,2006,266,0.62
3450,3450,2006,269,0.5
3451,3451,2006,272,0.68
3452,3452,2006,275,0.62
3453,3453,2006,278,0.9
3454,3454,2006,281,0.71
3455,3455,2006,284,0.48
3456,3456,2006,287,0.7
3457,3457,2006,290,0.68
3458,3458,2006,293,0.78
3459,3459,2006,296,0.83
3460,3460,2006,299,1.3
3461,3461,2006,302,1.28
3462,3462,2006,305,1.02
3463,3463,2006,308,1.41
3464,3464,2006,311,1.43
3465,3465,2006,314,1.53
3466,3466,2006,317,1.33
3467,3467,2006,320,2.22
3468,3468,2006,323,1.6
3469,3469,2006,326,1.55
3470,3470,2006,329,1.18
3471,3471,2006,332,1.18
3472,3472,2006,335,0.87
3473,3473,2006,338,0.86
3474,3474,2006,341,0.84
3475,3475,2006,344,1.73
3476,3476,2006,347,1.59
3477,3477,2006,350,1.26
3478,3478,2006,353,1.7
3479,3479,2006,356,1.59
3480,3480,2006,360,1.3
3481,3481,2007,2,1.8
3482,3482,2007,5,1.56
3483,3483,2007,8,1.59
3484,3484,2007,11,1.43
3485,3485,2007,14,0.68
3486,3486,2007,17,1.06
3487,3487,2007,20,1.32
3488,3488,2007,23,1.3
3489,3489,2007,26,0.9
3490,3490,2007,29,0.75
3491,3491,2007,32,0.75
3492,3492,2007,35,0.8
3493,3493,2007,38,0.64
3494,3494,2007,41,0.8
3495,3495,2007,44,0.98
3496,3496,2007,47,1.11
3497,3497,2007,50,1.63
3498,3498,2007,53,1.24
3499,3499,2007,56,1.67
3500,3500,2007,59,1.01
3501,3501,2007,62,0.9
3502,3502,2007,65,1.09
3503,3503,2007,68,1.74
3504,3504,2007,71,1.5
3505,3505,2007,74,1.02
3506,3506,2007,77,0.93
3507,3507,2007,80,1.13
3508,3508,2007,83,1.4
3509,3509,2007,86,1.13
3510,3510,2007,89,0.89
3511,3511,2007,92,0.92
3512,3512,2007,95,0.76
3513,3513,2007,98,0.92
3514,3514,2007,101,0.8
3515,3515,2007,104,1.2
3516,3516,2007,107,1
3517,3517,2007,110,0.58
3518,3518,2007,113,0.75
3519,3519,2007,116,1.24
3520,3520,2007,119,0.7
3521,3521,2007,122,0.83
3522,3522,2007,125,0.81
3523,3523,2007,128,0.96
3524,3524,2007,131,1.03
3525,3525,2007,134,0.83
3526,3526,2007,137,0.81
3527,3527,2007,140,0.96
3528,3528,2007,143,0.6
3529,3529,2007,146,1.06
3530,3530,2007,149,0.73
3531,3531,2007,152,0.78
3532,3532,2007,155,0.76
3533,3533,2007,158,1.03
3534,3534,2007,161,1.06
3535,3535,2007,164,0.7
3536,3536,2007,167,0.75
3537,3537,2007,170,0.8
3538,3538,2007,173,0.92
3539,3539,2007,176,0.7
3540,3540,2007,179,0.75
3541,3541,2007,182,0.6
3542,3542,2007,185,0.83
3543,3543,2007,188,1.03
3544,3544,2007,191,1.25
3545,3545,2007,194,0.73
3546,3546,2007,197,0.73
3547,3547,2007,200,0.78
3548,3548,2007,203,1.15
3549,3549,2007,206,0.86
3550,3550,2007,209,0.92
3551,3551,2007,212,0.87
3552,3552,2007,215,0.87
3553,3553,2007,218,0.84
3554,3554,2007,221,0.76
3555,3555,2007,224,0.66
3556,3556,2007,227,0.78
3557,3557,2007,230,0.68
3558,3558,2007,233,0.55
3559,3559,2007,236,0.75
3560,3560,2007,239,0.78
3561,3561,2007,242,0.84
3562,3562,2007,245,0.5
3563,3563,2007,248,0.83
3564,3564,2007,251,1
3565,3565,2007,254,0.62
3566,3566,2007,257,0.68
3567,3567,2007,260,0.7
3568,3568,2007,263,0.73
3569,3569,2007,266,0.78
3570,3570,2007,269,0.48
3571,3571,2007,272,1.73
3572,3572,2007,275,1.14
3573,3573,2007,278,0.71
3574,3574,2007,281,1.29
3575,3575,2007,284,1.08
3576,3576,2007,287,0.53
3577,3577,2007,290,1.41
3578,3578,2007,293,1.3
3579,3579,2007,296,1.24
3580,3580,2007,299,1.19
3581,3581,2007,302,0.68
3582,3582,2007,305,0.55
3583,3583,2007,308,0.87
3584,3584,2007,311,0.64
3585,3585,2007,314,1.6
3586,3586,2007,317,1.99
3587,3587,2007,320,1.5
3588,3588,2007,323,0.64
3589,3589,2007,326,0.89
3590,3590,2007,329,0.6
3591,3591,2007,332,1.01
3592,3592,2007,335,1.18
3593,3593,2007,338,1.86
3594,3594,2007,341,0.98
3595,3595,2007,344,0.71
3596,3596,2007,347,0.93
3597,3597,2007,350,1.86
3598,3598,2007,353,1.38
3599,3599,2007,356,1.47
3600,3600,2007,360,1.32
3601,3601,2008,2,1.83
3602,3602,2008,5,2.12
3603,3603,2008,8,1.52
3604,3604,2008,11,1.59
3605,3605,2008,14,1.55
3606,3606,2008,17,0.53
3607,3607,2008,20,1.15
3608,3608,2008,23,0.68
3609,3609,2008,26,0.8
3610,3610,2008,29,1
3611,3611,2008,32,1.19
3612,3612,2008,35,1.27
3613,3613,2008,38,1.83
3614,3614,2008,41,0.98
3615,3615,2008,44,1.13
3616,3616,2008,47,0.64
3617,3617,2008,50,0.64
3618,3618,2008,53,0.87
3619,3619,2008,56,0.83
3620,3620,2008,59,0.58
3621,3621,2008,62,1.13
3622,3622,2008,65,0.93
3623,3623,2008,68,0.6
3624,3624,2008,71,1.25
3625,3625,2008,74,0.62
3626,3626,2008,77,1.13
3627,3627,2008,80,1.15
3628,3628,2008,83,1.25
3629,3629,2008,86,1.18
3630,3630,2008,89,0.89
3631,3631,2008,92,0.73
3632,3632,2008,95,0.71
3633,3633,2008,98,1.17
3634,3634,2008,101,0.58
3635,3635,2008,104,1.05
3636,3636,2008,107,1.18
3637,3637,2008,110,1.31
3638,3638,2008,113,0.73
3639,3639,2008,116,0.8
3640,3640,2008,119,0.87
3641,3641,2008,122,1.01
3642,3642,2008,125,0.75
3643,3643,2008,128,1.03
3644,3644,2008,131,1
3645,3645,2008,134,0.68
3646,3646,2008,137,0.78
3647,3647,2008,140,0.9
3648,3648,2008,143,1.3
3649,3649,2008,146,0.64
3650,3650,2008,149,0.89
3651,3651,2008,152,0.76
3652,3652,2008,155,0.92
3653,3653,2008,158,1.05
3654,3654,2008,161,0.92
3655,3655,2008,164,0.86
3656,3656,2008,167,0.86
3657,3657,2008,170,1
3658,3658,2008,173,0.8
3659,3659,2008,176,0.84
3660,3660,2008,179,0.86
3661,3661,2008,182,0.84
3662,3662,2008,185,0.81
3663,3663,2008,188,0.96
3664,3664,2008,191,1.14
3665,3665,2008,194,0.75
3666,3666,2008,197,0.86
3667,3667,2008,200,0.78
3668,3668,2008,203,0.9
3669,3669,2008,206,0.8
3670,3670,2008,209,0.83
3671,3671,2008,212,0.78
3672,3672,2008,215,0.68
3673,3673,2008,218,0.73
3674,3674,2008,221,1.05
3675,3675,2008,224,0.6
3676,3676,2008,227,0.68
3677,3677,2008,230,0.84
3678,3678,2008,233,1.16
3679,3679,2008,236,0.66
3680,3680,2008,239,1
3681,3681,2008,242,1.15
3682,3682,2008,245,0.7
3683,3683,2008,248,0.6
3684,3684,2008,251,0.84
3685,3685,2008,254,0.97
3686,3686,2008,257,0.78
3687,3687,2008,260,0.71
3688,3688,2008,263,0.66
3689,3689,2008,266,1.01
3690,3690,2008,269,0.81
3691,3691,2008,272,0.83
3692,3692,2008,275,0.6
3693,3693,2008,278,1.13
3694,3694,2008,281,1.16
3695,3695,2008,284,0.97
3696,3696,2008,287,0.94
3697,3697,2008,290,0.93
3698,3698,2008,293,0.83
3699,3699,2008,296,0.75
3700,3700,2008,299,0.92
3701,3701,2008,302,0.8
3702,3702,2008,305,0.9
3703,3703,2008,308,1.3
3704,3704,2008,311,1.01
3705,3705,2008,314,1.34
3706,3706,2008,317,1.52
3707,3707,2008,320,0.66
3708,3708,2008,323,0.89
3709,3709,2008,326,1.35
3710,3710,2008,329,0.76
3711,3711,2008,332,0.83
3712,3712,2008,335,0.6
3713,3713,2008,338,0.7
3714,3714,2008,341,0.6
3715,3715,2008,344,0.94
3716,3716,2008,347,1.13
3717,3717,2008,350,1.83
3718,3718,2008,353,1.28
3719,3719,2008,356,1.35
3720,3720,2008,361,1.15
3721,3721,2009,2,1.13
3722,3722,2009,5,1.51
3723,3723,2009,8,1.32
3724,3724,2009,11,1.15
3725,3725,2009,14,0.87
3726,3726,2009,17,0.92
3727,3727,2009,20,0.68
3728,3728,2009,23,0.87
3729,3729,2009,26,1.18
3730,3730,2009,29,0.9
3731,3731,2009,32,1.21
3732,3732,2009,35,0.62
3733,3733,2009,38,0.76
3734,3734,2009,41,1.02
3735,3735,2009,44,0.96
3736,3736,2009,47,1.05
3737,3737,2009,50,0.75
3738,3738,2009,53,0.76
3739,3739,2009,56,1.02
3740,3740,2009,59,0.97
3741,3741,2009,62,1.01
3742,3742,2009,65,1.13
3743,3743,2009,68,1.03
3744,3744,2009,71,0.78
3745,3745,2009,74,1.67
3746,3746,2009,77,1.55
3747,3747,2009,80,0.9
3748,3748,2009,83,1.23
3749,3749,2009,86,0.71
3750,3750,2009,89,1.36
3751,3751,2009,92,1.13
3752,3752,2009,95,0.68
3753,3753,2009,98,0.73
3754,3754,2009,101,1.11
3755,3755,2009,104,1.17
3756,3756,2009,107,0.78
3757,3757,2009,110,0.58
3758,3758,2009,113,1.34
3759,3759,2009,116,0.87
3760,3760,2009,119,0.6
3761,3761,2009,122,0.92
3762,3762,2009,125,1.39
3763,3763,2009,128,0.98
3764,3764,2009,131,0.89
3765,3765,2009,134,0.68
3766,3766,2009,137,0.6
3767,3767,2009,140,1.12
3768,3768,2009,143,1.01
3769,3769,2009,146,0.89
3770,3770,2009,149,0.76
3771,3771,2009,152,0.71
3772,3772,2009,155,0.7
3773,3773,2009,158,1.07
3774,3774,2009,161,0.83
3775,3775,2009,164,1.02
3776,3776,2009,167,0.81
3777,3777,2009,170,1.15
3778,3778,2009,173,1.06
3779,3779,2009,176,1.12
3780,3780,2009,179,1.09
3781,3781,2009,182,1.36
3782,3782,2009,185,0.71
3783,3783,2009,188,1.13
3784,3784,2009,191,0.6
3785,3785,2009,194,1.07
3786,3786,2009,197,0.66
3787,3787,2009,200,1.09
3788,3788,2009,203,0.9
3789,3789,2009,206,0.66
3790,3790,2009,209,0.5
3791,3791,2009,212,0.84
3792,3792,2009,215,0.73
3793,3793,2009,218,0.9
3794,3794,2009,221,1
3795,3795,2009,224,0.71
3796,3796,2009,227,0.68
3797,3797,2009,230,0.7
3798,3798,2009,233,1.08
3799,3799,2009,236,0.84
3800,3800,2009,239,0.6
3801,3801,2009,242,0.78
3802,3802,2009,245,0.8
3803,3803,2009,248,1
3804,3804,2009,251,0.83
3805,3805,2009,254,0.68
3806,3806,2009,257,0.76
3807,3807,2009,260,0.64
3808,3808,2009,263,0.87
3809,3809,2009,266,0.83
3810,3810,2009,269,1.11
3811,3811,2009,272,0.78
3812,3812,2009,275,0.98
3813,3813,2009,278,1
3814,3814,2009,281,0.62
3815,3815,2009,284,0.8
3816,3816,2009,287,1.28
3817,3817,2009,290,0.98
3818,3818,2009,293,0.71
3819,3819,2009,296,0.97
3820,3820,2009,299,1.35
3821,3821,2009,302,1.13
3822,3822,2009,305,1.11
3823,3823,2009,308,1.33
3824,3824,2009,311,1.6
3825,3825,2009,314,1.52
3826,3826,2009,317,0.89
3827,3827,2009,320,2.49
3828,3828,2009,323,2.1
3829,3829,2009,326,1.18
3830,3830,2009,329,1.08
3831,3831,2009,332,1.44
3832,3832,2009,335,1.05
3833,3833,2009,338,1.17
3834,3834,2009,341,1.78
3835,3835,2009,344,0.64
3836,3836,2009,347,0.71
3837,3837,2009,350,1.49
3838,3838,2009,353,1.01
3839,3839,2009,356,0.92
3840,3840,2009,360,0.93
3841,3841,2010,2,1.27
3842,3842,2010,5,1.06
3843,3843,2010,8,1.18
3844,3844,2010,11,1.79
3845,3845,2010,14,1.53
3846,3846,2010,17,1.51
3847,3847,2010,20,1.44
3848,3848,2010,23,0.93
3849,3849,2010,26,1.21
3850,3850,2010,29,0.78
3851,3851,2010,32,0.66
3852,3852,2010,35,1.13
3853,3853,2010,38,0.7
3854,3854,2010,41,1.01
3855,3855,2010,44,1.76
3856,3856,2010,47,0.83
3857,3857,2010,50,0.96
3858,3858,2010,53,0.55
3859,3859,2010,56,1.32
3860,3860,2010,59,0.86
3861,3861,2010,62,0.68
3862,3862,2010,65,0.62
3863,3863,2010,68,1.44
3864,3864,2010,71,1.78
3865,3865,2010,74,1.13
3866,3866,2010,77,1.15
3867,3867,2010,80,1.11
3868,3868,2010,83,0.64
3869,3869,2010,86,1.31
3870,3870,2010,89,1.58
3871,3871,2010,92,2.07
3872,3872,2010,95,1.32
3873,3873,2010,98,1.5
3874,3874,2010,101,1.01
3875,3875,2010,104,0.5
3876,3876,2010,107,0.68
3877,3877,2010,110,1.24
3878,3878,2010,113,1.13
3879,3879,2010,116,1.15
3880,3880,2010,119,1.28
3881,3881,2010,122,1.29
3882,3882,2010,125,1.19
3883,3883,2010,128,0.58
3884,3884,2010,131,0.9
3885,3885,2010,134,0.71
3886,3886,2010,137,0.76
3887,3887,2010,140,1.57
3888,3888,2010,143,1.08
3889,3889,2010,146,0.76
3890,3890,2010,149,1.14
3891,3891,2010,152,1.18
3892,3892,2010,155,0.75
3893,3893,2010,158,0.7
3894,3894,2010,161,0.86
3895,3895,2010,164,1.18
3896,3896,2010,167,1.05
3897,3897,2010,170,0.87
3898,3898,2010,173,0.84
3899,3899,2010,176,0.94
3900,3900,2010,179,0.94
3901,3901,2010,182,0.64
3902,3902,2010,185,1.13
3903,3903,2010,188,0.78
3904,3904,2010,191,0.92
3905,3905,2010,194,1.4
3906,3906,2010,197,0.87
3907,3907,2010,200,0.75
3908,3908,2010,203,0.94
3909,3909,2010,206,0.94
3910,3910,2010,209,0.86
3911,3911,2010,212,0.83
3912,3912,2010,215,0.66
3913,3913,2010,218,1.01
3914,3914,2010,221,0.71
3915,3915,2010,224,0.66
3916,3916,2010,227,0.6
3917,3917,2010,230,0.92
3918,3918,2010,233,0.96
3919,3919,2010,236,0.7
3920,3920,2010,239,1.27
3921,3921,2010,242,0.86
3922,3922,2010,245,0.66
3923,3923,2010,248,1.19
3924,3924,2010,251,0.64
3925,3925,2010,254,0.9
3926,3926,2010,257,0.5
3927,3927,2010,260,0.5
3928,3928,2010,263,0.68
3929,3929,2010,266,1.05
3930,3930,2010,269,1.37
3931,3931,2010,272,0.9
3932,3932,2010,275,0.6
3933,3933,2010,278,0.93
3934,3934,2010,281,1.39
3935,3935,2010,284,1.02
3936,3936,2010,287,0.86
3937,3937,2010,290,0.73
3938,3938,2010,293,0.68
3939,3939,2010,296,1.69
3940,3940,2010,299,1.55
3941,3941,2010,302,1.09
3942,3942,2010,305,1.5
3943,3943,2010,308,0.94
3944,3944,2010,311,0.83
3945,3945,2010,314,1.21
3946,3946,2010,317,0.87
3947,3947,2010,320,1.51
3948,3948,2010,323,1.18
3949,3949,2010,326,1.56
3950,3950,2010,329,1.58
3951,3951,2010,332,1.02
3952,3952,2010,335,1.73
3953,3953,2010,338,1.14
3954,3954,2010,341,1.55
3955,3955,2010,344,1.15
3956,3956,2010,347,1.39
3957,3957,2010,350,1.35
3958,3958,2010,353,1.4
3959,3959,2010,356,2.15
3960,3960,2010,360,1.73
3961,3961,2011,2,0.84
3962,3962,2011,5,1.09
3963,3963,2011,8,1.2
3964,3964,2011,11,1.28
3965,3965,2011,14,1.21
3966,3966,2011,17,1.26
3967,3967,2011,20,0.94
3968,3968,2011,23,0.68
3969,3969,2011,26,0.62
3970,3970,2011,29,0.81
3971,3971,2011,32,0.87
3972,3972,2011,35,1.11
3973,3973,2011,38,1.37
3974,3974,2011,41,0.64
3975,3975,2011,44,1.74
3976,3976,2011,47,1.51
3977,3977,2011,50,1.21
3978,3978,2011,53,1.15
3979,3979,2011,56,1.49
3980,3980,2011,59,1.64
3981,3981,2011,62,1.5
3982,3982,2011,65,0.6
3983,3983,2011,68,1.39
3984,3984,2011,71,1.76
3985,3985,2011,74,2.06
3986,3986,2011,77,0.98
3987,3987,2011,80,0.94
3988,3988,2011,83,0.8
3989,3989,2011,86,0.89
3990,3990,2011,89,1.36
3991,3991,2011,92,1.2
3992,3992,2011,95,1.54
3993,3993,2011,98,0.97
3994,3994,2011,101,1.42
3995,3995,2011,104,1.08
3996,3996,2011,107,1.02
3997,3997,2011,110,1.07
3998,3998,2011,113,0.76
3999,3999,2011,116,1.09
4000,4000,2011,119,1.03
4001,4001,2011,122,0.86
4002,4002,2011,125,0.71
4003,4003,2011,128,0.87
4004,4004,2011,131,1.03
4005,4005,2011,134,0.93
4006,4006,2011,137,1.05
4007,4007,2011,140,0.83
4008,4008,2011,143,0.84
4009,4009,2011,146,0.9
4010,4010,2011,149,0.76
4011,4011,2011,152,0.86
4012,4012,2011,155,0.83
4013,4013,2011,158,1.01
4014,4014,2011,161,0.81
4015,4015,2011,164,0.93
4016,4016,2011,167,1.09
4017,4017,2011,170,0.78
4018,4018,2011,173,0.97
4019,4019,2011,176,0.94
4020,4020,2011,179,0.83
4021,4021,2011,182,0.98
4022,4022,2011,185,0.84
4023,4023,2011,188,1.24
4024,4024,2011,191,0.66
4025,4025,2011,194,0.87
4026,4026,2011,197,0.75
4027,4027,2011,200,0.84
4028,4028,2011,203,0.81
4029,4029,2011,206,0.98
4030,4030,2011,209,0.86
4031,4031,2011,212,0.89
4032,4032,2011,215,0.62
4033,4033,2011,218,0.76
4034,4034,2011,221,0.84
4035,4035,2011,224,0.75
4036,4036,2011,227,0.76
4037,4037,2011,230,0.71
4038,4038,2011,233,0.98
4039,4039,2011,236,0.73
4040,4040,2011,239,0.68
4041,4041,2011,242,0.92
4042,4042,2011,245,0.84
4043,4043,2011,248,0.58
4044,4044,2011,251,0.8
4045,4045,2011,254,0.78
4046,4046,2011,257,0.76
4047,4047,2011,260,1.13
4048,4048,2011,263,0.75
4049,4049,2011,266,1.37
4050,4050,2011,269,1.67
4051,4051,2011,272,0.68
4052,4052,2011,275,0.93
4053,4053,2011,278,1.29
4054,4054,2011,281,0.7
4055,4055,2011,284,1.24
4056,4056,2011,287,0.86
4057,4057,2011,290,0.86
4058,4058,2011,293,0.7
4059,4059,2011,296,0.93
4060,4060,2011,299,0.7
4061,4061,2011,302,0.96
4062,4062,2011,305,1.3
4063,4063,2011,308,0.86
4064,4064,2011,311,0.75
4065,4065,2011,314,1.06
4066,4066,2011,317,1.58
4067,4067,2011,320,1.44
4068,4068,2011,323,0.66
4069,4069,2011,326,1.68
4070,4070,2011,329,1.79
4071,4071,2011,332,1.26
4072,4072,2011,335,0.64
4073,4073,2011,338,0.7
4074,4074,2011,341,0.78
4075,4075,2011,344,0.89
4076,4076,2011,347,0.83
4077,4077,2011,350,0.78
4078,4078,2011,353,0.55
4079,4079,2011,356,0.98
4080,4080,2011,360,1.41
4081,4081,2012,2,1.46
4082,4082,2012,5,1.77
4083,4083,2012,8,1.26
4084,4084,2012,11,1.2
4085,4085,2012,14,0.89
4086,4086,2012,17,0.87
4087,4087,2012,20,1.31
4088,4088,2012,23,2.04
4089,4089,2012,26,1.32
4090,4090,2012,29,1.37
4091,4091,2012,32,1
4092,4092,2012,35,0.83
4093,4093,2012,38,1.06
4094,4094,2012,41,0.96
4095,4095,2012,44,0.75
4096,4096,2012,47,0.94
4097,4097,2012,50,1.53
4098,4098,2012,53,1.38
4099,4099,2012,56,1.64
4100,4100,2012,59,1.4
4101,4101,2012,62,0.94
4102,4102,2012,65,1.35
4103,4103,2012,68,0.97
4104,4104,2012,71,2.02
4105,4105,2012,74,2.02
4106,4106,2012,77,1.11
4107,4107,2012,80,1.42
4108,4108,2012,83,0.89
4109,4109,2012,86,1.13
4110,4110,2012,89,1.78
4111,4111,2012,92,1.23
4112,4112,2012,95,0.98
4113,4113,2012,98,0.78
4114,4114,2012,101,0.8
4115,4115,2012,104,0.66
4116,4116,2012,107,0.87
4117,4117,2012,110,1.02
4118,4118,2012,113,0.78
4119,4119,2012,116,1.03
4120,4120,2012,119,0.8
4121,4121,2012,122,1.19
4122,4122,2012,125,0.97
4123,4123,2012,128,0.64
4124,4124,2012,131,1.44
4125,4125,2012,134,0.92
4126,4126,2012,137,1.29
4127,4127,2012,140,0.7
4128,4128,2012,143,1.07
4129,4129,2012,146,0.86
4130,4130,2012,149,1.12
4131,4131,2012,152,0.73
4132,4132,2012,155,0.93
4133,4133,2012,158,1.24
4134,4134,2012,161,0.87
4135,4135,2012,164,0.92
4136,4136,2012,167,0.89
4137,4137,2012,170,1.19
4138,4138,2012,173,0.68
4139,4139,2012,176,0.68
4140,4140,2012,179,0.76
4141,4141,2012,182,0.86
4142,4142,2012,185,0.92
4143,4143,2012,188,0.73
4144,4144,2012,191,0.9
4145,4145,2012,194,0.73
4146,4146,2012,197,0.75
4147,4147,2012,200,0.76
4148,4148,2012,203,1
4149,4149,2012,206,0.78
4150,4150,2012,209,0.94
4151,4151,2012,212,0.87
4152,4152,2012,215,0.81
4153,4153,2012,218,0.75
4154,4154,2012,221,0.89
4155,4155,2012,224,0.8
4156,4156,2012,227,0.87
4157,4157,2012,230,0.68
4158,4158,2012,233,0.86
4159,4159,2012,236,1.02
4160,4160,2012,239,0.75
4161,4161,2012,242,0.71
4162,4162,2012,245,0.83
4163,4163,2012,248,0.89
4164,4164,2012,251,0.73
4165,4165,2012,254,1.26
4166,4166,2012,257,0.93
4167,4167,2012,260,0.73
4168,4168,2012,263,0.5
4169,4169,2012,266,0.7
4170,4170,2012,269,0.64
4171,4171,2012,272,0.66
4172,4172,2012,275,1.05
4173,4173,2012,278,1.11
4174,4174,2012,281,0.62
4175,4175,2012,284,0.48
4176,4176,2012,287,1.42
4177,4177,2012,290,1.13
4178,4178,2012,293,1.16
4179,4179,2012,296,1
4180,4180,2012,299,0.93
4181,4181,2012,302,0.78
4182,4182,2012,305,0.89
4183,4183,2012,308,1.17
4184,4184,2012,311,0.86
4185,4185,2012,314,0.97
4186,4186,2012,317,1.02
4187,4187,2012,320,0.73
4188,4188,2012,323,2.11
4189,4189,2012,326,1.18
4190,4190,2012,329,1.21
4191,4191,2012,332,0.96
4192,4192,2012,335,2.02
4193,4193,2012,338,1.6
4194,4194,2012,341,1.34
4195,4195,2012,344,0.97
4196,4196,2012,347,0.94
4197,4197,2012,350,1.32
4198,4198,2012,353,1.73
4199,4199,2012,356,1.49
4200,4200,2012,361,1.01
4201,4201,2013,2,0.81
4202,4202,2013,5,1.08
4203,4203,2013,8,1.3
4204,4204,2013,11,0.98
4205,4205,2013,14,0.62
4206,4206,2013,17,0.7
4207,4207,2013,20,0.87
4208,4208,2013,23,0.73
4209,4209,2013,26,1.02
4210,4210,2013,29,1.2
4211,4211,2013,32,0.73
4212,4212,2013,35,1.09
4213,4213,2013,38,1.45
4214,4214,2013,41,0.48
4215,4215,2013,44,0.9
4216,4216,2013,47,0.87
4217,4217,2013,50,0.68
4218,4218,2013,53,1.66
4219,4219,2013,56,1.32
4220,4220,2013,59,1.28
4221,4221,2013,62,1.32
4222,4222,2013,65,0.96
4223,4223,2013,68,0.48
4224,4224,2013,71,1.11
4225,4225,2013,74,1.15
4226,4226,2013,77,1.51
4227,4227,2013,80,1.83
4228,4228,2013,83,0.62
4229,4229,2013,86,0.53
4230,4230,2013,89,0.78
4231,4231,2013,92,0.62
4232,4232,2013,95,1.15
4233,4233,2013,98,0.78
4234,4234,2013,101,1.25
4235,4235,2013,104,1.07
4236,4236,2013,107,0.68
4237,4237,2013,110,1.35
4238,4238,2013,113,0.66
4239,4239,2013,116,0.94
4240,4240,2013,119,1.65
4241,4241,2013,122,0.83
4242,4242,2013,125,0.9
4243,4243,2013,128,0.75
4244,4244,2013,131,0.76
4245,4245,2013,134,0.9
4246,4246,2013,137,0.66
4247,4247,2013,140,0.81
4248,4248,2013,143,0.75
4249,4249,2013,146,0.81
4250,4250,2013,149,1.02
4251,4251,2013,152,0.78
4252,4252,2013,155,0.81
4253,4253,2013,158,0.97
4254,4254,2013,161,1.05
4255,4255,2013,164,0.86
4256,4256,2013,167,0.71
4257,4257,2013,170,1.07
4258,4258,2013,173,0.68
4259,4259,2013,176,0.98
4260,4260,2013,179,0.68
4261,4261,2013,182,0.89
4262,4262,2013,185,1.06
4263,4263,2013,188,0.86
4264,4264,2013,191,1.12
4265,4265,2013,194,0.89
4266,4266,2013,197,0.93
4267,4267,2013,200,0.87
4268,4268,2013,203,0.78
4269,4269,2013,206,0.9
4270,4270,2013,209,1
4271,4271,2013,212,0.83
4272,4272,2013,215,0.84
4273,4273,2013,218,0.71
4274,4274,2013,221,0.8
4275,4275,2013,224,0.73
4276,4276,2013,227,0.58
4277,4277,2013,230,0.86
4278,4278,2013,233,0.86
4279,4279,2013,236,0.87
4280,4280,2013,239,0.76
4281,4281,2013,242,0.84
4282,4282,2013,245,0.53
4283,4283,2013,248,0.66
4284,4284,2013,251,0.5
4285,4285,2013,254,0.71
4286,4286,2013,257,0.66
4287,4287,2013,260,1.02
4288,4288,2013,263,0.81
4289,4289,2013,266,1.2
4290,4290,2013,269,0.93
4291,4291,2013,272,1.89
4292,4292,2013,275,0.98
4293,4293,2013,278,0.6
4294,4294,2013,281,1.36
4295,4295,2013,284,0.55
4296,4296,2013,287,0.55
4297,4297,2013,290,0.66
4298,4298,2013,293,0.66
4299,4299,2013,296,0.75
4300,4300,2013,299,0.81
4301,4301,2013,302,1.13
4302,4302,2013,305,0.76
4303,4303,2013,308,1.09
4304,4304,2013,311,1.01
4305,4305,2013,314,0.96
4306,4306,2013,317,0.9
4307,4307,2013,320,1.36
4308,4308,2013,323,1.18
4309,4309,2013,326,0.97
4310,4310,2013,329,0.71
4311,4311,2013,332,0.58
4312,4312,2013,335,1.44
4313,4313,2013,338,1.03
4314,4314,2013,341,1.41
4315,4315,2013,344,0.93
4316,4316,2013,347,0.94
4317,4317,2013,350,0.94
4318,4318,2013,353,1.2
4319,4319,2013,356,0.71
4320,4320,2013,360,0.64
4321,4321,2014,2,1.05
4322,4322,2014,5,0.92
4323,4323,2014,8,1.17
4324,4324,2014,11,1.76
4325,4325,2014,14,1.07
4326,4326,2014,17,0.81
4327,4327,2014,20,0.76
4328,4328,2014,23,0.8
4329,4329,2014,26,0.64
4330,4330,2014,29,0.87
4331,4331,2014,32,0.68
4332,4332,2014,35,1.52
4333,4333,2014,38,1.39
4334,4334,2014,41,1.03
4335,4335,2014,44,1.44
4336,4336,2014,47,1.44
4337,4337,2014,50,1.6
4338,4338,2014,53,1.07
4339,4339,2014,56,1.17
4340,4340,2014,59,0.92
4341,4341,2014,62,1
4342,4342,2014,65,1.06
4343,4343,2014,68,1.17
4344,4344,2014,71,0.58
4345,4345,2014,74,1.15
4346,4346,2014,77,1.33
4347,4347,2014,80,1.09
4348,4348,2014,83,0.94
4349,4349,2014,86,1.11
4350,4350,2014,89,1.23
4351,4351,2014,92,0.92
4352,4352,2014,95,0.87
4353,4353,2014,98,0.92
4354,4354,2014,101,0.87
4355,4355,2014,104,0.94
4356,4356,2014,107,1.32
4357,4357,2014,110,1.08
4358,4358,2014,113,1.23
4359,4359,2014,116,0.97
4360,4360,2014,119,0.86
