threeday_yrmo,threeday_yr,year,dayofyear,varvarmixing_m
1056,1056,1986,287,11.6
1057,1057,1986,290,12.3
1058,1058,1986,293,12.9
1059,1059,1986,296,12.2
1060,1060,1986,299,11.4
1061,1061,1986,302,11.1
1062,1062,1986,305,12.8
1063,1063,1986,308,15.1
1064,1064,1986,311,15.5
1065,1065,1986,314,12.9
1066,1066,1986,317,12.5
1067,1067,1986,320,14.3
1068,1068,1986,323,19.1
1069,1069,1986,326,16.4
1070,1070,1986,329,17.6
1071,1071,1986,332,17.6
1072,1072,1986,335,21.9
1073,1073,1986,338,18.1
1074,1074,1986,341,14.6
1075,1075,1986,344,12.0
1076,1076,1986,347,12.9
1077,1077,1986,350,17.2
1078,1078,1986,353,17.7
1079,1079,1986,356,18.7
1080,1080,1986,360,20.7
1081,1081,1987,2,24.2
1082,1082,1987,5,20.5
1083,1083,1987,8,15.4
1084,1084,1987,11,18.2
1085,1085,1987,14,18.2
1086,1086,1987,17,16.7
1087,1087,1987,20,15.6
1088,1088,1987,23,13.4
1089,1089,1987,26,18.2
1090,1090,1987,29,25.7
1091,1091,1987,32,24.7
1092,1092,1987,35,19.8
1093,1093,1987,38,15.3
1094,1094,1987,41,15.3
1095,1095,1987,44,16.6
1096,1096,1987,47,18.2
1097,1097,1987,50,16.3
1098,1098,1987,53,15.5
1099,1099,1987,56,15.4
1100,1100,1987,59,17.3
1101,1101,1987,62,17.4
1102,1102,1987,65,17.9
1103,1103,1987,68,13.8
1104,1104,1987,71,15.0
1105,1105,1987,74,15.5
1106,1106,1987,77,17.3
1107,1107,1987,80,15.2
1108,1108,1987,83,13.6
1109,1109,1987,86,16.1
1110,1110,1987,89,15.0
1111,1111,1987,92,14.8
1112,1112,1987,95,12.5
1113,1113,1987,98,13.3
1114,1114,1987,101,12.9
1115,1115,1987,104,15.2
1116,1116,1987,107,17.3
1117,1117,1987,110,15.1
1118,1118,1987,113,12.7
1119,1119,1987,116,12.2
1120,1120,1987,119,13.4
1121,1121,1987,122,14.4
1122,1122,1987,125,13.3
1123,1123,1987,128,10.7
1124,1124,1987,131,10.7
1125,1125,1987,134,12.6
1126,1126,1987,137,14.8
1127,1127,1987,140,11.6
1128,1128,1987,143,10.8
1129,1129,1987,146,12.1
1130,1130,1987,149,14.2
1131,1131,1987,152,15.4
1132,1132,1987,155,12.1
1133,1133,1987,158,10.5
1134,1134,1987,161,11.4
1135,1135,1987,164,15.0
1136,1136,1987,167,14.3
1137,1137,1987,170,11.0
1138,1138,1987,173,11.2
1139,1139,1987,176,12.6
1140,1140,1987,179,11.8
1141,1141,1987,182,10.6
1142,1142,1987,185,10.3
1143,1143,1987,188,10.8
1144,1144,1987,191,13.1
1145,1145,1987,194,14.5
1146,1146,1987,197,11.6
1147,1147,1987,200,10.4
1148,1148,1987,203,10.9
1149,1149,1987,206,12.1
1150,1150,1987,209,12.5
1151,1151,1987,212,11.2
1152,1152,1987,215,10.5
1153,1153,1987,218,10.9
1154,1154,1987,221,12.3
1155,1155,1987,224,12.9
1156,1156,1987,227,12.0
1157,1157,1987,230,11.2
1158,1158,1987,233,11.0
1159,1159,1987,236,11.0
1160,1160,1987,239,11.0
1161,1161,1987,242,11.0
1162,1162,1987,245,11.1
1163,1163,1987,248,11.7
1164,1164,1987,251,12.3
1165,1165,1987,254,12.6
1166,1166,1987,257,12.1
1167,1167,1987,260,11.1
1168,1168,1987,263,11.1
1169,1169,1987,266,11.3
1170,1170,1987,269,11.6
1171,1171,1987,272,12.2
1172,1172,1987,275,11.9
1173,1173,1987,278,12.5
1174,1174,1987,281,13.5
1175,1175,1987,284,13.1
1176,1176,1987,287,11.6
1177,1177,1987,290,10.7
1178,1178,1987,293,11.0
1179,1179,1987,296,12.2
1180,1180,1987,299,14.3
1181,1181,1987,302,14.3
1182,1182,1987,305,12.6
1183,1183,1987,308,13.9
1184,1184,1987,311,15.8
1185,1185,1987,314,17.5
1186,1186,1987,317,14.4
1187,1187,1987,320,13.2
1188,1188,1987,323,13.7
1189,1189,1987,326,18.4
1190,1190,1987,329,22.1
1191,1191,1987,332,16.5
1192,1192,1987,335,23.2
1193,1193,1987,338,23.3
1194,1194,1987,341,23.9
1195,1195,1987,344,27.0
1196,1196,1987,347,14.9
1197,1197,1987,350,12.3
1198,1198,1987,353,15.1
1199,1199,1987,356,21.0
1200,1200,1987,360,17.2
1201,1201,1988,2,18.8
1202,1202,1988,5,19.0
1203,1203,1988,8,18.0
1204,1204,1988,11,16.2
1205,1205,1988,14,22.1
1206,1206,1988,17,22.7
1207,1207,1988,20,25.3
1208,1208,1988,23,22.0
1209,1209,1988,26,16.0
1210,1210,1988,29,15.5
1211,1211,1988,32,18.1
1212,1212,1988,35,18.2
1213,1213,1988,38,15.8
1214,1214,1988,41,13.7
1215,1215,1988,44,16.9
1216,1216,1988,47,19.7
1217,1217,1988,50,19.0
1218,1218,1988,53,18.2
1219,1219,1988,56,13.8
1220,1220,1988,59,13.5
1221,1221,1988,62,13.3
1222,1222,1988,65,16.9
1223,1223,1988,68,15.9
1224,1224,1988,71,15.5
1225,1225,1988,74,15.0
1226,1226,1988,77,16.2
1227,1227,1988,80,16.7
1228,1228,1988,83,21.5
1229,1229,1988,86,18.9
1230,1230,1988,89,14.4
1231,1231,1988,92,13.4
1232,1232,1988,95,17.5
1233,1233,1988,98,18.3
1234,1234,1988,101,15.4
1235,1235,1988,104,13.2
1236,1236,1988,107,13.9
1237,1237,1988,110,15.5
1238,1238,1988,113,14.1
1239,1239,1988,116,11.6
1240,1240,1988,119,11.3
1241,1241,1988,122,12.6
1242,1242,1988,125,15.6
1243,1243,1988,128,15.6
1244,1244,1988,131,12.6
1245,1245,1988,134,11.8
1246,1246,1988,137,14.0
1247,1247,1988,140,16.0
1248,1248,1988,143,13.6
1249,1249,1988,146,10.6
1250,1250,1988,149,11.0
1251,1251,1988,152,13.0
1252,1252,1988,155,17.0
1253,1253,1988,158,15.1
1254,1254,1988,161,10.8
1255,1255,1988,164,11.3
1256,1256,1988,167,12.7
1257,1257,1988,170,12.5
1258,1258,1988,173,11.0
1259,1259,1988,176,10.3
1260,1260,1988,179,10.9
1261,1261,1988,182,12.9
1262,1262,1988,185,13.9
1263,1263,1988,188,11.8
1264,1264,1988,191,10.9
1265,1265,1988,194,11.8
1266,1266,1988,197,13.4
1267,1267,1988,200,11.9
1268,1268,1988,203,10.2
1269,1269,1988,206,10.3
1270,1270,1988,209,11.3
1271,1271,1988,212,12.3
1272,1272,1988,215,11.9
1273,1273,1988,218,10.7
1274,1274,1988,221,11.0
1275,1275,1988,224,12.0
1276,1276,1988,227,11.6
1277,1277,1988,230,11.1
1278,1278,1988,233,10.9
1279,1279,1988,236,10.6
1280,1280,1988,239,11.5
1281,1281,1988,242,12.5
1282,1282,1988,245,12.3
1283,1283,1988,248,11.0
1284,1284,1988,251,10.9
1285,1285,1988,254,11.2
1286,1286,1988,257,10.8
1287,1287,1988,260,11.1
1288,1288,1988,263,11.3
1289,1289,1988,266,11.6
1290,1290,1988,269,12.7
1291,1291,1988,272,14.0
1292,1292,1988,275,13.3
1293,1293,1988,278,11.0
1294,1294,1988,281,10.7
1295,1295,1988,284,10.9
1296,1296,1988,287,11.6
1297,1297,1988,290,12.5
1298,1298,1988,293,12.2
1299,1299,1988,296,11.8
1300,1300,1988,299,13.9
1301,1301,1988,302,15.1
1302,1302,1988,305,13.9
1303,1303,1988,308,13.4
1304,1304,1988,311,13.6
1305,1305,1988,314,15.0
1306,1306,1988,317,19.0
1307,1307,1988,320,17.0
1308,1308,1988,323,13.1
1309,1309,1988,326,17.0
1310,1310,1988,329,19.6
1311,1311,1988,332,20.7
1312,1312,1988,335,15.3
1313,1313,1988,338,12.4
1314,1314,1988,341,11.9
1315,1315,1988,344,14.2
1316,1316,1988,347,16.2
1317,1317,1988,350,16.9
1318,1318,1988,353,12.0
1319,1319,1988,356,16.9
1320,1320,1988,361,16.7
1321,1321,1989,2,12.3
1322,1322,1989,5,14.4
1323,1323,1989,8,17.0
1324,1324,1989,11,17.0
1325,1325,1989,14,15.8
1326,1326,1989,17,16.6
1327,1327,1989,20,18.1
1328,1328,1989,23,18.8
1329,1329,1989,26,15.8
1330,1330,1989,29,13.8
1331,1331,1989,32,16.3
1332,1332,1989,35,22.9
1333,1333,1989,38,17.1
1334,1334,1989,41,15.2
1335,1335,1989,44,13.2
1336,1336,1989,47,14.0
1337,1337,1989,50,17.0
1338,1338,1989,53,14.9
1339,1339,1989,56,13.2
1340,1340,1989,59,11.9
1341,1341,1989,62,15.5
1342,1342,1989,65,16.9
1343,1343,1989,68,19.2
1344,1344,1989,71,18.5
1345,1345,1989,74,15.0
1346,1346,1989,77,13.8
1347,1347,1989,80,12.5
1348,1348,1989,83,12.5
1349,1349,1989,86,14.9
1350,1350,1989,89,14.0
1351,1351,1989,92,19.9
1352,1352,1989,95,18.1
1353,1353,1989,98,18.5
1354,1354,1989,101,15.9
1355,1355,1989,104,12.2
1356,1356,1989,107,11.1
1357,1357,1989,110,11.6
1358,1358,1989,113,13.1
1359,1359,1989,116,13.7
1360,1360,1989,119,12.0
1361,1361,1989,122,11.7
1362,1362,1989,125,14.4
1363,1363,1989,128,15.8
1364,1364,1989,131,13.7
1365,1365,1989,134,10.7
1366,1366,1989,137,10.6
1367,1367,1989,140,11.7
1368,1368,1989,143,13.6
1369,1369,1989,146,13.4
1370,1370,1989,149,12.0
1371,1371,1989,152,13.3
1372,1372,1989,155,13.0
1373,1373,1989,158,12.1
1374,1374,1989,161,11.0
1375,1375,1989,164,10.4
1376,1376,1989,167,11.1
1377,1377,1989,170,13.3
1378,1378,1989,173,14.6
1379,1379,1989,176,11.1
1380,1380,1989,179,10.4
1381,1381,1989,182,11.9
1382,1382,1989,185,14.5
1383,1383,1989,188,13.9
1384,1384,1989,191,10.5
1385,1385,1989,194,10.3
1386,1386,1989,197,10.9
1387,1387,1989,200,12.8
1388,1388,1989,203,13.6
1389,1389,1989,206,11.2
1390,1390,1989,209,11.0
1391,1391,1989,212,12.7
1392,1392,1989,215,13.9
1393,1393,1989,218,12.1
1394,1394,1989,221,10.4
1395,1395,1989,224,10.3
1396,1396,1989,227,11.0
1397,1397,1989,230,12.3
1398,1398,1989,233,12.5
1399,1399,1989,236,11.7
1400,1400,1989,239,11.6
1401,1401,1989,242,11.7
1402,1402,1989,245,11.3
1403,1403,1989,248,10.8
1404,1404,1989,251,10.3
1405,1405,1989,254,10.5
1406,1406,1989,257,11.1
1407,1407,1989,260,12.2
1408,1408,1989,263,12.6
1409,1409,1989,266,11.8
1410,1410,1989,269,11.0
1411,1411,1989,272,11.2
1412,1412,1989,275,11.4
1413,1413,1989,278,11.5
1414,1414,1989,281,11.3
1415,1415,1989,284,11.1
1416,1416,1989,287,12.7
1417,1417,1989,290,15.1
1418,1418,1989,293,16.1
1419,1419,1989,296,16.3
1420,1420,1989,299,15.2
1421,1421,1989,302,13.8
1422,1422,1989,305,13.8
1423,1423,1989,308,12.7
1424,1424,1989,311,11.4
1425,1425,1989,314,12.0
1426,1426,1989,317,16.0
1427,1427,1989,320,16.8
1428,1428,1989,323,15.1
1429,1429,1989,326,12.2
1430,1430,1989,329,11.9
1431,1431,1989,332,14.3
1432,1432,1989,335,16.0
1433,1433,1989,338,16.9
1434,1434,1989,341,12.7
1435,1435,1989,344,14.3
1436,1436,1989,347,16.0
1437,1437,1989,350,16.4
1438,1438,1989,353,13.2
1439,1439,1989,356,11.4
1440,1440,1989,360,15.1
1441,1441,1990,2,17.1
1442,1442,1990,5,13.6
1443,1443,1990,8,17.8
1444,1444,1990,11,18.7
1445,1445,1990,14,17.3
1446,1446,1990,17,12.1
1447,1447,1990,20,11.0
1448,1448,1990,23,13.5
1449,1449,1990,26,18.2
1450,1450,1990,29,20.6
1451,1451,1990,32,20.8
1452,1452,1990,35,20.2
1453,1453,1990,38,21.5
1454,1454,1990,41,19.0
1455,1455,1990,44,18.9
1456,1456,1990,47,14.9
1457,1457,1990,50,13.0
1458,1458,1990,53,14.4
1459,1459,1990,56,15.0
1460,1460,1990,59,14.7
1461,1461,1990,62,13.8
1462,1462,1990,65,14.2
1463,1463,1990,68,17.3
1464,1464,1990,71,17.2
1465,1465,1990,74,18.4
1466,1466,1990,77,13.3
1467,1467,1990,80,11.8
1468,1468,1990,83,12.9
1469,1469,1990,86,13.3
1470,1470,1990,89,14.4
1471,1471,1990,92,14.0
1472,1472,1990,95,12.9
1473,1473,1990,98,12.6
1474,1474,1990,101,13.2
1475,1475,1990,104,13.4
1476,1476,1990,107,12.5
1477,1477,1990,110,11.0
1478,1478,1990,113,12.3
1479,1479,1990,116,15.3
1480,1480,1990,119,15.8
1481,1481,1990,122,13.7
1482,1482,1990,125,11.7
1483,1483,1990,128,10.9
1484,1484,1990,131,11.5
1485,1485,1990,134,12.2
1486,1486,1990,137,11.6
1487,1487,1990,140,11.3
1488,1488,1990,143,13.8
1489,1489,1990,146,16.1
1490,1490,1990,149,15.5
1491,1491,1990,152,11.5
1492,1492,1990,155,11.3
1493,1493,1990,158,12.6
1494,1494,1990,161,14.2
1495,1495,1990,164,11.7
1496,1496,1990,167,10.4
1497,1497,1990,170,10.7
1498,1498,1990,173,12.5
1499,1499,1990,176,13.8
1500,1500,1990,179,12.4
1501,1501,1990,182,10.7
1502,1502,1990,185,10.7
1503,1503,1990,188,11.0
1504,1504,1990,191,11.4
1505,1505,1990,194,10.6
1506,1506,1990,197,10.4
1507,1507,1990,200,10.9
1508,1508,1990,203,12.2
1509,1509,1990,206,12.9
1510,1510,1990,209,11.4
1511,1511,1990,212,10.3
1512,1512,1990,215,10.5
1513,1513,1990,218,11.2
1514,1514,1990,221,11.6
1515,1515,1990,224,10.9
1516,1516,1990,227,11.2
1517,1517,1990,230,12.5
1518,1518,1990,233,13.5
1519,1519,1990,236,12.1
1520,1520,1990,239,10.5
1521,1521,1990,242,10.3
1522,1522,1990,245,10.7
1523,1523,1990,248,11.0
1524,1524,1990,251,11.3
1525,1525,1990,254,11.7
1526,1526,1990,257,11.7
1527,1527,1990,260,12.0
1528,1528,1990,263,12.5
1529,1529,1990,266,11.1
1530,1530,1990,269,10.6
1531,1531,1990,272,10.4
1532,1532,1990,275,10.7
1533,1533,1990,278,12.2
1534,1534,1990,281,14.0
1535,1535,1990,284,14.4
1536,1536,1990,287,12.6
1537,1537,1990,290,13.6
1538,1538,1990,293,13.6
1539,1539,1990,296,14.0
1540,1540,1990,299,15.0
1541,1541,1990,302,14.5
1542,1542,1990,305,13.8
1543,1543,1990,308,16.0
1544,1544,1990,311,16.6
1545,1545,1990,314,13.5
1546,1546,1990,317,15.7
1547,1547,1990,320,16.9
1548,1548,1990,323,17.4
1549,1549,1990,326,15.8
1550,1550,1990,329,12.2
1551,1551,1990,332,12.0
1552,1552,1990,335,16.5
1553,1553,1990,338,24.5
1554,1554,1990,341,18.3
1555,1555,1990,344,14.2
1556,1556,1990,347,12.5
1557,1557,1990,350,16.7
1558,1558,1990,353,22.4
1559,1559,1990,356,16.6
1560,1560,1990,360,16.1
1561,1561,1991,2,18.6
1562,1562,1991,5,17.3
1563,1563,1991,8,12.6
1564,1564,1991,11,12.9
1565,1565,1991,14,15.1
1566,1566,1991,17,16.0
1567,1567,1991,20,15.9
1568,1568,1991,23,11.8
1569,1569,1991,26,14.0
1570,1570,1991,29,17.2
1571,1571,1991,32,22.2
1572,1572,1991,35,21.6
1573,1573,1991,38,14.7
1574,1574,1991,41,13.7
1575,1575,1991,44,13.9
1576,1576,1991,47,14.3
1577,1577,1991,50,14.6
1578,1578,1991,53,13.8
1579,1579,1991,56,15.0
1580,1580,1991,59,16.5
1581,1581,1991,62,18.5
1582,1582,1991,65,15.3
1583,1583,1991,68,12.3
1584,1584,1991,71,13.9
1585,1585,1991,74,14.1
1586,1586,1991,77,15.8
1587,1587,1991,80,14.8
1588,1588,1991,83,14.1
1589,1589,1991,86,14.5
1590,1590,1991,89,13.9
1591,1591,1991,92,14.5
1592,1592,1991,95,16.5
1593,1593,1991,98,13.1
1594,1594,1991,101,12.5
1595,1595,1991,104,12.7
1596,1596,1991,107,14.6
1597,1597,1991,110,14.5
1598,1598,1991,113,12.1
1599,1599,1991,116,13.0
1600,1600,1991,119,14.3
1601,1601,1991,122,13.9
1602,1602,1991,125,11.4
1603,1603,1991,128,11.5
1604,1604,1991,131,11.5
1605,1605,1991,134,13.5
1606,1606,1991,137,15.8
1607,1607,1991,140,11.3
1608,1608,1991,143,10.7
1609,1609,1991,146,11.4
1610,1610,1991,149,12.9
1611,1611,1991,152,13.4
1612,1612,1991,155,11.4
1613,1613,1991,158,10.2
1614,1614,1991,161,11.1
1615,1615,1991,164,13.5
1616,1616,1991,167,14.7
1617,1617,1991,170,12.5
1618,1618,1991,173,10.9
1619,1619,1991,176,11.8
1620,1620,1991,179,12.8
1621,1621,1991,182,11.4
1622,1622,1991,185,10.4
1623,1623,1991,188,10.3
1624,1624,1991,191,11.4
1625,1625,1991,194,13.1
1626,1626,1991,197,13.1
1627,1627,1991,200,11.2
1628,1628,1991,203,10.8
1629,1629,1991,206,10.8
1630,1630,1991,209,11.2
1631,1631,1991,212,10.9
1632,1632,1991,215,10.4
1633,1633,1991,218,10.9
1634,1634,1991,221,12.8
1635,1635,1991,224,13.9
1636,1636,1991,227,12.3
1637,1637,1991,230,10.6
1638,1638,1991,233,10.3
1639,1639,1991,236,10.5
1640,1640,1991,239,11.5
1641,1641,1991,242,13.4
1642,1642,1991,245,12.0
1643,1643,1991,248,11.7
1644,1644,1991,251,11.6
1645,1645,1991,254,11.5
1646,1646,1991,257,11.1
1647,1647,1991,260,10.4
1648,1648,1991,263,10.4
1649,1649,1991,266,10.5
1650,1650,1991,269,11.4
1651,1651,1991,272,12.2
1652,1652,1991,275,11.7
1653,1653,1991,278,11.5
1654,1654,1991,281,12.7
1655,1655,1991,284,13.3
1656,1656,1991,287,11.5
1657,1657,1991,290,10.7
1658,1658,1991,293,10.6
1659,1659,1991,296,12.5
1660,1660,1991,299,14.7
1661,1661,1991,302,15.6
1662,1662,1991,305,12.7
1663,1663,1991,308,13.7
1664,1664,1991,311,15.2
1665,1665,1991,314,15.2
1666,1666,1991,317,13.7
1667,1667,1991,320,15.5
1668,1668,1991,323,17.0
1669,1669,1991,326,16.7
1670,1670,1991,329,19.1
1671,1671,1991,332,15.5
1672,1672,1991,335,11.6
1673,1673,1991,338,13.8
1674,1674,1991,341,17.7
1675,1675,1991,344,17.6
1676,1676,1991,347,17.8
1677,1677,1991,350,12.2
1678,1678,1991,353,14.6
1679,1679,1991,356,19.8
1680,1680,1991,360,17.2
1681,1681,1992,2,19.7
1682,1682,1992,5,20.4
1683,1683,1992,8,16.3
1684,1684,1992,11,15.0
1685,1685,1992,14,11.9
1686,1686,1992,17,15.2
1687,1687,1992,20,18.1
1688,1688,1992,23,21.3
1689,1689,1992,26,19.8
1690,1690,1992,29,20.6
1691,1691,1992,32,23.2
1692,1692,1992,35,21.5
1693,1693,1992,38,16.1
1694,1694,1992,41,12.3
1695,1695,1992,44,12.0
1696,1696,1992,47,15.3
1697,1697,1992,50,19.5
1698,1698,1992,53,20.5
1699,1699,1992,56,15.7
1700,1700,1992,59,13.2
1701,1701,1992,62,12.9
1702,1702,1992,65,12.6
1703,1703,1992,68,13.2
1704,1704,1992,71,12.6
1705,1705,1992,74,12.8
1706,1706,1992,77,14.6
1707,1707,1992,80,16.3
1708,1708,1992,83,15.0
1709,1709,1992,86,12.1
1710,1710,1992,89,12.2
1711,1711,1992,92,11.2
1712,1712,1992,95,12.1
1713,1713,1992,98,14.2
1714,1714,1992,101,14.1
1715,1715,1992,104,13.1
1716,1716,1992,107,16.0
1717,1717,1992,110,16.7
1718,1718,1992,113,14.8
1719,1719,1992,116,11.4
1720,1720,1992,119,10.7
1721,1721,1992,122,11.7
1722,1722,1992,125,13.1
1723,1723,1992,128,13.2
1724,1724,1992,131,11.1
1725,1725,1992,134,11.3
1726,1726,1992,137,12.8
1727,1727,1992,140,14.3
1728,1728,1992,143,12.4
1729,1729,1992,146,10.4
1730,1730,1992,149,10.5
1731,1731,1992,152,12.0
1732,1732,1992,155,13.4
1733,1733,1992,158,12.2
1734,1734,1992,161,11.3
1735,1735,1992,164,12.4
1736,1736,1992,167,14.2
1737,1737,1992,170,14.2
1738,1738,1992,173,11.0
1739,1739,1992,176,10.1
1740,1740,1992,179,10.6
1741,1741,1992,182,12.5
1742,1742,1992,185,14.9
1743,1743,1992,188,13.3
1744,1744,1992,191,12.0
1745,1745,1992,194,12.0
1746,1746,1992,197,12.5
1747,1747,1992,200,11.2
1748,1748,1992,203,10.3
1749,1749,1992,206,10.4
1750,1750,1992,209,11.7
1751,1751,1992,212,12.4
1752,1752,1992,215,12.0
1753,1753,1992,218,11.6
1754,1754,1992,221,11.6
1755,1755,1992,224,12.3
1756,1756,1992,227,11.0
1757,1757,1992,230,10.6
1758,1758,1992,233,10.5
1759,1759,1992,236,10.7
1760,1760,1992,239,12.1
1761,1761,1992,242,13.1
1762,1762,1992,245,12.6
1763,1763,1992,248,11.3
1764,1764,1992,251,10.7
1765,1765,1992,254,10.9
1766,1766,1992,257,11.5
1767,1767,1992,260,11.6
1768,1768,1992,263,11.7
1769,1769,1992,266,11.5
1770,1770,1992,269,12.9
1771,1771,1992,272,14.4
1772,1772,1992,275,14.1
1773,1773,1992,278,11.5
1774,1774,1992,281,10.4
1775,1775,1992,284,10.7
1776,1776,1992,287,12.4
1777,1777,1992,290,13.6
1778,1778,1992,293,13.4
1779,1779,1992,296,13.7
1780,1780,1992,299,16.0
1781,1781,1992,302,15.8
1782,1782,1992,305,17.4
1783,1783,1992,308,12.3
1784,1784,1992,311,11.2
1785,1785,1992,314,13.2
1786,1786,1992,317,14.3
1787,1787,1992,320,15.4
1788,1788,1992,323,12.8
1789,1789,1992,326,18.4
1790,1790,1992,329,18.2
1791,1791,1992,332,18.2
1792,1792,1992,335,16.7
1793,1793,1992,338,13.5
1794,1794,1992,341,12.1
1795,1795,1992,344,20.9
1796,1796,1992,347,18.3
1797,1797,1992,350,19.9
1798,1798,1992,353,16.5
1799,1799,1992,356,18.0
1800,1800,1992,361,17.0
1801,1801,1993,2,13.3
1802,1802,1993,5,15.7
1803,1803,1993,8,18.5
1804,1804,1993,11,19.1
1805,1805,1993,14,17.3
1806,1806,1993,17,13.5
1807,1807,1993,20,20.3
1808,1808,1993,23,19.7
1809,1809,1993,26,17.3
1810,1810,1993,29,14.4
1811,1811,1993,32,13.1
1812,1812,1993,35,14.7
1813,1813,1993,38,17.0
1814,1814,1993,41,17.4
1815,1815,1993,44,14.9
1816,1816,1993,47,19.0
1817,1817,1993,50,18.7
1818,1818,1993,53,17.6
1819,1819,1993,56,16.5
1820,1820,1993,59,13.2
1821,1821,1993,62,13.7
1822,1822,1993,65,17.5
1823,1823,1993,68,18.5
1824,1824,1993,71,17.8
1825,1825,1993,74,14.3
1826,1826,1993,77,12.9
1827,1827,1993,80,14.4
1828,1828,1993,83,16.0
1829,1829,1993,86,14.5
1830,1830,1993,89,13.1
1831,1831,1993,92,13.1
1832,1832,1993,95,14.9
1833,1833,1993,98,18.9
1834,1834,1993,101,17.5
1835,1835,1993,104,13.8
1836,1836,1993,107,12.9
1837,1837,1993,110,13.2
1838,1838,1993,113,14.4
1839,1839,1993,116,17.5
1840,1840,1993,119,14.9
1841,1841,1993,122,14.1
1842,1842,1993,125,15.4
1843,1843,1993,128,16.7
1844,1844,1993,131,14.9
1845,1845,1993,134,10.6
1846,1846,1993,137,10.4
1847,1847,1993,140,11.0
1848,1848,1993,143,13.1
1849,1849,1993,146,13.4
1850,1850,1993,149,11.7
1851,1851,1993,152,12.0
1852,1852,1993,155,13.6
1853,1853,1993,158,13.0
1854,1854,1993,161,11.1
1855,1855,1993,164,10.2
1856,1856,1993,167,10.5
1857,1857,1993,170,11.8
1858,1858,1993,173,12.1
1859,1859,1993,176,11.6
1860,1860,1993,179,11.0
1861,1861,1993,182,12.1
1862,1862,1993,185,13.9
1863,1863,1993,188,12.5
1864,1864,1993,191,10.4
1865,1865,1993,194,10.2
1866,1866,1993,197,10.9
1867,1867,1993,200,12.7
1868,1868,1993,203,13.9
1869,1869,1993,206,12.6
1870,1870,1993,209,11.0
1871,1871,1993,212,11.8
1872,1872,1993,215,12.1
1873,1873,1993,218,10.6
1874,1874,1993,221,10.4
1875,1875,1993,224,10.4
1876,1876,1993,227,11.1
1877,1877,1993,230,12.4
1878,1878,1993,233,12.3
1879,1879,1993,236,11.7
1880,1880,1993,239,11.0
1881,1881,1993,242,10.9
1882,1882,1993,245,10.9
1883,1883,1993,248,10.8
1884,1884,1993,251,10.6
1885,1885,1993,254,10.5
1886,1886,1993,257,11.0
1887,1887,1993,260,12.3
1888,1888,1993,263,13.0
1889,1889,1993,266,12.1
1890,1890,1993,269,10.9
1891,1891,1993,272,10.9
1892,1892,1993,275,11.2
1893,1893,1993,278,11.5
1894,1894,1993,281,11.3
1895,1895,1993,284,11.0
1896,1896,1993,287,12.0
1897,1897,1993,290,14.1
1898,1898,1993,293,14.7
1899,1899,1993,296,13.0
1900,1900,1993,299,11.2
1901,1901,1993,302,11.9
1902,1902,1993,305,12.9
1903,1903,1993,308,14.6
1904,1904,1993,311,12.3
1905,1905,1993,314,12.2
1906,1906,1993,317,14.9
1907,1907,1993,320,18.2
1908,1908,1993,323,16.4
1909,1909,1993,326,16.6
1910,1910,1993,329,14.1
1911,1911,1993,332,13.6
1912,1912,1993,335,17.0
1913,1913,1993,338,22.2
1914,1914,1993,341,16.7
1915,1915,1993,344,21.1
1916,1916,1993,347,26.5
1917,1917,1993,350,18.9
1918,1918,1993,353,15.5
1919,1919,1993,356,11.2
1920,1920,1993,360,14.0
1921,1921,1994,2,19.1
1922,1922,1994,5,17.2
1923,1923,1994,8,17.5
1924,1924,1994,11,19.0
1925,1925,1994,14,18.2
1926,1926,1994,17,15.3
1927,1927,1994,20,11.7
1928,1928,1994,23,11.8
1929,1929,1994,26,14.8
1930,1930,1994,29,16.8
1931,1931,1994,32,16.5
1932,1932,1994,35,14.2
1933,1933,1994,38,17.3
1934,1934,1994,41,19.7
1935,1935,1994,44,23.4
1936,1936,1994,47,20.7
1937,1937,1994,50,14.8
1938,1938,1994,53,16.4
1939,1939,1994,56,18.4
1940,1940,1994,59,19.2
1941,1941,1994,62,19.3
1942,1942,1994,65,17.3
1943,1943,1994,68,13.8
1944,1944,1994,71,14.0
1945,1945,1994,74,13.6
1946,1946,1994,77,14.2
1947,1947,1994,80,18.8
1948,1948,1994,83,13.8
1949,1949,1994,86,14.9
1950,1950,1994,89,16.3
1951,1951,1994,92,14.6
1952,1952,1994,95,12.6
1953,1953,1994,98,12.8
1954,1954,1994,101,14.3
1955,1955,1994,104,14.1
1956,1956,1994,107,12.9
1957,1957,1994,110,11.0
1958,1958,1994,113,11.6
1959,1959,1994,116,14.0
1960,1960,1994,119,14.1
1961,1961,1994,122,12.6
1962,1962,1994,125,11.4
1963,1963,1994,128,10.9
1964,1964,1994,131,11.4
1965,1965,1994,134,12.2
1966,1966,1994,137,11.7
1967,1967,1994,140,10.8
1968,1968,1994,143,12.4
1969,1969,1994,146,14.9
1970,1970,1994,149,13.8
1971,1971,1994,152,11.5
1972,1972,1994,155,10.8
1973,1973,1994,158,11.4
1974,1974,1994,161,12.4
1975,1975,1994,164,12.1
1976,1976,1994,167,11.3
1977,1977,1994,170,11.5
1978,1978,1994,173,11.7
1979,1979,1994,176,12.9
1980,1980,1994,179,12.3
1981,1981,1994,182,10.6
1982,1982,1994,185,10.4
1983,1983,1994,188,10.8
1984,1984,1994,191,11.0
1985,1985,1994,194,10.8
1986,1986,1994,197,10.7
